json_path,sample_id,ball_count,sequence_length,collection_time,folder_name,relative_path
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_211015_843145_metadata.json,20250621_211015_843145,2,3,2025-06-21T21:10:27.195893,2_balls,2_balls/metadata/20250621_211015_843145_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_184901_563398_metadata.json,20250621_184901_563398,2,3,2025-06-21T18:49:16.193033,2_balls,2_balls/metadata/20250621_184901_563398_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_213342_267617_metadata.json,20250621_213342_267617,2,3,2025-06-21T21:34:12.525502,2_balls,2_balls/metadata/20250621_213342_267617_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_181829_140413_metadata.json,20250621_181829_140413,2,3,2025-06-21T18:18:59.123432,2_balls,2_balls/metadata/20250621_181829_140413_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_184632_755554_metadata.json,20250621_184632_755554,2,3,2025-06-21T18:46:49.770104,2_balls,2_balls/metadata/20250621_184632_755554_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_182611_348043_metadata.json,20250621_182611_348043,2,3,2025-06-21T18:26:55.784414,2_balls,2_balls/metadata/20250621_182611_348043_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_205727_898897_metadata.json,20250621_205727_898897,2,3,2025-06-21T20:58:02.763222,2_balls,2_balls/metadata/20250621_205727_898897_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_220029_931442_metadata.json,20250621_220029_931442,2,3,2025-06-21T22:00:54.338112,2_balls,2_balls/metadata/20250621_220029_931442_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_142940_564029_metadata.json,20250622_142940_564029,3,4,2025-06-22T14:30:25.224639,3_balls,3_balls/metadata/20250622_142940_564029_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_164458_883743_metadata.json,20250622_164458_883743,3,4,2025-06-22T16:45:28.165848,3_balls,3_balls/metadata/20250622_164458_883743_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_144734_829162_metadata.json,20250622_144734_829162,3,4,2025-06-22T14:47:57.895655,3_balls,3_balls/metadata/20250622_144734_829162_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_165137_690333_metadata.json,20250622_165137_690333,3,4,2025-06-22T16:52:13.773946,3_balls,3_balls/metadata/20250622_165137_690333_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_152346_523307_metadata.json,20250622_152346_523307,3,4,2025-06-22T15:24:13.458521,3_balls,3_balls/metadata/20250622_152346_523307_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_163515_701935_metadata.json,20250622_163515_701935,3,4,2025-06-22T16:35:47.319009,3_balls,3_balls/metadata/20250622_163515_701935_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_174653_482393_metadata.json,20250622_174653_482393,4,5,2025-06-22T17:47:33.402017,4_balls,4_balls/metadata/20250622_174653_482393_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_184117_835179_metadata.json,20250622_184117_835179,4,5,2025-06-22T18:42:22.388582,4_balls,4_balls/metadata/20250622_184117_835179_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_185708_084103_metadata.json,20250622_185708_084103,4,5,2025-06-22T18:57:52.637882,4_balls,4_balls/metadata/20250622_185708_084103_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_192803_979215_metadata.json,20250622_192803_979215,4,5,2025-06-22T19:28:52.168077,4_balls,4_balls/metadata/20250622_192803_979215_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_200627_058841_metadata.json,20250623_200627_058841,5,6,2025-06-23T20:07:24.920249,5_balls,5_balls/metadata/20250623_200627_058841_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_194525_115038_metadata.json,20250623_194525_115038,5,6,2025-06-23T19:46:21.464822,5_balls,5_balls/metadata/20250623_194525_115038_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_191421_291363_metadata.json,20250623_191421_291363,5,6,2025-06-23T19:15:21.160749,5_balls,5_balls/metadata/20250623_191421_291363_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_140827_655956_metadata.json,20250624_140827_655956,6,7,2025-06-24T14:09:42.673416,6_balls,6_balls/metadata/20250624_140827_655956_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_133322_736298_metadata.json,20250624_133322_736298,6,7,2025-06-24T13:34:57.772911,6_balls,6_balls/metadata/20250624_133322_736298_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_134648_063539_metadata.json,20250624_134648_063539,6,7,2025-06-24T13:47:57.868188,6_balls,6_balls/metadata/20250624_134648_063539_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_161647_343372_metadata.json,20250624_161647_343372,7,8,2025-06-24T16:18:19.911434,7_balls,7_balls/metadata/20250624_161647_343372_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_193914_138960_metadata.json,20250624_193914_138960,7,8,2025-06-24T19:40:29.619481,7_balls,7_balls/metadata/20250624_193914_138960_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/8_balls/metadata/20250624_203739_963127_metadata.json,20250624_203739_963127,8,9,2025-06-24T20:39:13.161988,8_balls,8_balls/metadata/20250624_203739_963127_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/8_balls/metadata/20250624_204349_857752_metadata.json,20250624_204349_857752,8,9,2025-06-24T20:45:15.217038,8_balls,8_balls/metadata/20250624_204349_857752_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/9_balls/metadata/20250626_135534_818990_metadata.json,20250626_135534_818990,9,10,2025-06-26T13:57:17.556437,9_balls,9_balls/metadata/20250626_135534_818990_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/10_balls/metadata/20250626_165321_107300_metadata.json,20250626_165321_107300,10,11,2025-06-26T16:55:27.869362,10_balls,10_balls/metadata/20250626_165321_107300_metadata.json
