json_path,sample_id,ball_count,sequence_length,collection_time,folder_name,relative_path
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_185706_632931_metadata.json,20250620_185706_632931,1,2,2025-06-20T18:57:21.437606,1_balls,1_balls/metadata/20250620_185706_632931_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_175800_193518_metadata.json,20250620_175800_193518,1,2,2025-06-20T17:58:08.812873,1_balls,1_balls/metadata/20250620_175800_193518_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_190454_023635_metadata.json,20250620_190454_023635,1,2,2025-06-20T19:05:12.249335,1_balls,1_balls/metadata/20250620_190454_023635_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191252_392642_metadata.json,20250620_191252_392642,1,2,2025-06-20T19:13:12.939249,1_balls,1_balls/metadata/20250620_191252_392642_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_165638_092815_metadata.json,20250621_165638_092815,1,2,2025-06-21T16:56:41.881543,1_balls,1_balls/metadata/20250621_165638_092815_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_184344_089092_metadata.json,20250620_184344_089092,1,2,2025-06-20T18:43:45.640770,1_balls,1_balls/metadata/20250620_184344_089092_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191748_671766_metadata.json,20250620_191748_671766,1,2,2025-06-20T19:18:02.133104,1_balls,1_balls/metadata/20250620_191748_671766_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_183509_320788_metadata.json,20250620_183509_320788,1,2,2025-06-20T18:35:34.824809,1_balls,1_balls/metadata/20250620_183509_320788_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_170340_725275_metadata.json,20250621_170340_725275,1,2,2025-06-21T17:03:46.932557,1_balls,1_balls/metadata/20250621_170340_725275_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_165517_396835_metadata.json,20250621_165517_396835,1,2,2025-06-21T16:55:27.063616,1_balls,1_balls/metadata/20250621_165517_396835_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_184221_424259_metadata.json,20250620_184221_424259,1,2,2025-06-20T18:42:44.414714,1_balls,1_balls/metadata/20250620_184221_424259_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_183051_175913_metadata.json,20250620_183051_175913,1,2,2025-06-20T18:31:04.807990,1_balls,1_balls/metadata/20250620_183051_175913_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_182811_016850_metadata.json,20250620_182811_016850,1,2,2025-06-20T18:28:25.991199,1_balls,1_balls/metadata/20250620_182811_016850_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_175912_225772_metadata.json,20250620_175912_225772,1,2,2025-06-20T17:59:32.841813,1_balls,1_balls/metadata/20250620_175912_225772_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_173116_019887_metadata.json,20250621_173116_019887,1,2,2025-06-21T17:31:22.256446,1_balls,1_balls/metadata/20250621_173116_019887_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_174149_845599_metadata.json,20250621_174149_845599,1,2,2025-06-21T17:42:13.077151,1_balls,1_balls/metadata/20250621_174149_845599_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_173053_268987_metadata.json,20250621_173053_268987,1,2,2025-06-21T17:30:57.245432,1_balls,1_balls/metadata/20250621_173053_268987_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_211015_843145_metadata.json,20250621_211015_843145,2,3,2025-06-21T21:10:27.195893,2_balls,2_balls/metadata/20250621_211015_843145_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_184901_563398_metadata.json,20250621_184901_563398,2,3,2025-06-21T18:49:16.193033,2_balls,2_balls/metadata/20250621_184901_563398_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_213342_267617_metadata.json,20250621_213342_267617,2,3,2025-06-21T21:34:12.525502,2_balls,2_balls/metadata/20250621_213342_267617_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_181829_140413_metadata.json,20250621_181829_140413,2,3,2025-06-21T18:18:59.123432,2_balls,2_balls/metadata/20250621_181829_140413_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_184632_755554_metadata.json,20250621_184632_755554,2,3,2025-06-21T18:46:49.770104,2_balls,2_balls/metadata/20250621_184632_755554_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_182611_348043_metadata.json,20250621_182611_348043,2,3,2025-06-21T18:26:55.784414,2_balls,2_balls/metadata/20250621_182611_348043_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_205727_898897_metadata.json,20250621_205727_898897,2,3,2025-06-21T20:58:02.763222,2_balls,2_balls/metadata/20250621_205727_898897_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_220029_931442_metadata.json,20250621_220029_931442,2,3,2025-06-21T22:00:54.338112,2_balls,2_balls/metadata/20250621_220029_931442_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_205452_123755_metadata.json,20250621_205452_123755,2,3,2025-06-21T20:55:29.389148,2_balls,2_balls/metadata/20250621_205452_123755_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_215902_411043_metadata.json,20250621_215902_411043,2,3,2025-06-21T21:59:22.905153,2_balls,2_balls/metadata/20250621_215902_411043_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_211254_219552_metadata.json,20250621_211254_219552,2,3,2025-06-21T21:13:16.225870,2_balls,2_balls/metadata/20250621_211254_219552_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_191734_755615_metadata.json,20250621_191734_755615,2,3,2025-06-21T19:17:50.530395,2_balls,2_balls/metadata/20250621_191734_755615_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_190001_228947_metadata.json,20250621_190001_228947,2,3,2025-06-21T19:00:22.053873,2_balls,2_balls/metadata/20250621_190001_228947_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_212009_267459_metadata.json,20250621_212009_267459,2,3,2025-06-21T21:20:57.407725,2_balls,2_balls/metadata/20250621_212009_267459_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_215017_299277_metadata.json,20250621_215017_299277,2,3,2025-06-21T21:50:42.696186,2_balls,2_balls/metadata/20250621_215017_299277_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/2_balls/metadata/20250621_211435_252489_metadata.json,20250621_211435_252489,2,3,2025-06-21T21:14:46.409775,2_balls,2_balls/metadata/20250621_211435_252489_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_142940_564029_metadata.json,20250622_142940_564029,3,4,2025-06-22T14:30:25.224639,3_balls,3_balls/metadata/20250622_142940_564029_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_164458_883743_metadata.json,20250622_164458_883743,3,4,2025-06-22T16:45:28.165848,3_balls,3_balls/metadata/20250622_164458_883743_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_144734_829162_metadata.json,20250622_144734_829162,3,4,2025-06-22T14:47:57.895655,3_balls,3_balls/metadata/20250622_144734_829162_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_165137_690333_metadata.json,20250622_165137_690333,3,4,2025-06-22T16:52:13.773946,3_balls,3_balls/metadata/20250622_165137_690333_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_152346_523307_metadata.json,20250622_152346_523307,3,4,2025-06-22T15:24:13.458521,3_balls,3_balls/metadata/20250622_152346_523307_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_163515_701935_metadata.json,20250622_163515_701935,3,4,2025-06-22T16:35:47.319009,3_balls,3_balls/metadata/20250622_163515_701935_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_141104_437296_metadata.json,20250622_141104_437296,3,4,2025-06-22T14:11:47.802393,3_balls,3_balls/metadata/20250622_141104_437296_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_141404_475874_metadata.json,20250622_141404_475874,3,4,2025-06-22T14:14:58.361489,3_balls,3_balls/metadata/20250622_141404_475874_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_164232_043502_metadata.json,20250622_164232_043502,3,4,2025-06-22T16:43:11.611017,3_balls,3_balls/metadata/20250622_164232_043502_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_151233_139613_metadata.json,20250622_151233_139613,3,4,2025-06-22T15:13:14.963455,3_balls,3_balls/metadata/20250622_151233_139613_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/3_balls/metadata/20250622_165757_362646_metadata.json,20250622_165757_362646,3,4,2025-06-22T16:58:57.322867,3_balls,3_balls/metadata/20250622_165757_362646_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_174653_482393_metadata.json,20250622_174653_482393,4,5,2025-06-22T17:47:33.402017,4_balls,4_balls/metadata/20250622_174653_482393_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_184117_835179_metadata.json,20250622_184117_835179,4,5,2025-06-22T18:42:22.388582,4_balls,4_balls/metadata/20250622_184117_835179_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_185708_084103_metadata.json,20250622_185708_084103,4,5,2025-06-22T18:57:52.637882,4_balls,4_balls/metadata/20250622_185708_084103_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_192803_979215_metadata.json,20250622_192803_979215,4,5,2025-06-22T19:28:52.168077,4_balls,4_balls/metadata/20250622_192803_979215_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_185411_122776_metadata.json,20250622_185411_122776,4,5,2025-06-22T18:54:59.387871,4_balls,4_balls/metadata/20250622_185411_122776_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_191323_097298_metadata.json,20250622_191323_097298,4,5,2025-06-22T19:14:22.055940,4_balls,4_balls/metadata/20250622_191323_097298_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_174148_415580_metadata.json,20250622_174148_415580,4,5,2025-06-22T17:42:40.039976,4_balls,4_balls/metadata/20250622_174148_415580_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/4_balls/metadata/20250622_190625_972734_metadata.json,20250622_190625_972734,4,5,2025-06-22T19:07:31.429832,4_balls,4_balls/metadata/20250622_190625_972734_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_200627_058841_metadata.json,20250623_200627_058841,5,6,2025-06-23T20:07:24.920249,5_balls,5_balls/metadata/20250623_200627_058841_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_194525_115038_metadata.json,20250623_194525_115038,5,6,2025-06-23T19:46:21.464822,5_balls,5_balls/metadata/20250623_194525_115038_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_191421_291363_metadata.json,20250623_191421_291363,5,6,2025-06-23T19:15:21.160749,5_balls,5_balls/metadata/20250623_191421_291363_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_194237_185757_metadata.json,20250623_194237_185757,5,6,2025-06-23T19:43:34.769119,5_balls,5_balls/metadata/20250623_194237_185757_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250624_101833_339726_metadata.json,20250624_101833_339726,5,6,2025-06-24T10:19:32.290459,5_balls,5_balls/metadata/20250624_101833_339726_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/5_balls/metadata/20250623_194948_250186_metadata.json,20250623_194948_250186,5,6,2025-06-23T19:51:02.678793,5_balls,5_balls/metadata/20250623_194948_250186_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_140827_655956_metadata.json,20250624_140827_655956,6,7,2025-06-24T14:09:42.673416,6_balls,6_balls/metadata/20250624_140827_655956_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_133322_736298_metadata.json,20250624_133322_736298,6,7,2025-06-24T13:34:57.772911,6_balls,6_balls/metadata/20250624_133322_736298_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_134648_063539_metadata.json,20250624_134648_063539,6,7,2025-06-24T13:47:57.868188,6_balls,6_balls/metadata/20250624_134648_063539_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_131549_217813_metadata.json,20250624_131549_217813,6,7,2025-06-24T13:16:58.230681,6_balls,6_balls/metadata/20250624_131549_217813_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/6_balls/metadata/20250624_143618_623451_metadata.json,20250624_143618_623451,6,7,2025-06-24T14:37:20.569512,6_balls,6_balls/metadata/20250624_143618_623451_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_161647_343372_metadata.json,20250624_161647_343372,7,8,2025-06-24T16:18:19.911434,7_balls,7_balls/metadata/20250624_161647_343372_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_193914_138960_metadata.json,20250624_193914_138960,7,8,2025-06-24T19:40:29.619481,7_balls,7_balls/metadata/20250624_193914_138960_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_161354_093021_metadata.json,20250624_161354_093021,7,8,2025-06-24T16:15:19.555418,7_balls,7_balls/metadata/20250624_161354_093021_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_170707_743986_metadata.json,20250624_170707_743986,7,8,2025-06-24T17:08:32.623992,7_balls,7_balls/metadata/20250624_170707_743986_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/7_balls/metadata/20250624_163805_856642_metadata.json,20250624_163805_856642,7,8,2025-06-24T16:39:35.553179,7_balls,7_balls/metadata/20250624_163805_856642_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/8_balls/metadata/20250624_203739_963127_metadata.json,20250624_203739_963127,8,9,2025-06-24T20:39:13.161988,8_balls,8_balls/metadata/20250624_203739_963127_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/8_balls/metadata/20250624_204349_857752_metadata.json,20250624_204349_857752,8,9,2025-06-24T20:45:15.217038,8_balls,8_balls/metadata/20250624_204349_857752_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/8_balls/metadata/20250625_105125_286895_metadata.json,20250625_105125_286895,8,9,2025-06-25T10:52:59.883648,8_balls,8_balls/metadata/20250625_105125_286895_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/8_balls/metadata/20250624_202004_705138_metadata.json,20250624_202004_705138,8,9,2025-06-24T20:21:26.344013,8_balls,8_balls/metadata/20250624_202004_705138_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/9_balls/metadata/20250626_135534_818990_metadata.json,20250626_135534_818990,9,10,2025-06-26T13:57:17.556437,9_balls,9_balls/metadata/20250626_135534_818990_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/9_balls/metadata/20250626_112040_254820_metadata.json,20250626_112040_254820,9,10,2025-06-26T11:22:25.500094,9_balls,9_balls/metadata/20250626_112040_254820_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/9_balls/metadata/20250626_140546_057749_metadata.json,20250626_140546_057749,9,10,2025-06-26T14:07:28.599294,9_balls,9_balls/metadata/20250626_140546_057749_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/10_balls/metadata/20250626_165321_107300_metadata.json,20250626_165321_107300,10,11,2025-06-26T16:55:27.869362,10_balls,10_balls/metadata/20250626_165321_107300_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/10_balls/metadata/20250626_145823_657871_metadata.json,20250626_145823_657871,10,11,2025-06-26T15:00:33.900555,10_balls,10_balls/metadata/20250626_145823_657871_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/10_balls/metadata/20250626_185612_451728_metadata.json,20250626_185612_451728,10,11,2025-06-26T18:58:03.730015,10_balls,10_balls/metadata/20250626_185612_451728_metadata.json
